,index,Facility,Sample Collection Date,Sample Field ID,PFBS,PFDA,PFDoA,PFHpA,PFHxA,PFHxS,PFNA,PFOA,PFOS,PFTrDA,PFUnA,Units
139,189,Rousselot,3/11/2021,A51145,0.0357650633676902,0.371586867063149,0.164722890267139,0.116144517362784,0.148330422294804,0.825,0.39903254309951,1.83,7.89,1.645,1.645,g/kg
140,190,Rousselot,3/11/2021,A51146,0.0357650633676902,0.371586867063149,0.286522201968718,0.116144517362784,0.35291503527802,0.815,0.39903254309951,0.548221339642959,5.23,1.63,1.63,g/kg
141,191,Rousselot,3/11/2021,A51149,0.022380481491209,0.170061720245351,0.228763362621717,0.0825367447547653,0.168025746707833,1.65,0.552,1.97,6.48,0.458,0.243811057675546,g/kg
142,192,Rousselot,3/11/2021,A51151,0.0235180649639324,0.170061720245351,0.232238562959966,0.516,0.180963549452708,2.32,0.735,2.56,9.28,0.4735,0.246507282034088,g/kg
143,193,Rousselot,3/11/2021,A51157,0.0246555723194508,0.17834326105413,0.242145378720215,0.0862628809073957,0.353238729183852,1.54,0.252416982116535,1.76,4.8,0.535,0.254170723818411,g/kg
144,194,Rousselot,3/11/2021,A51158,0.0246555723194508,0.182466093201902,0.248677639070378,0.0879769450872219,0.529711793841499,1.14,0.26301373637096,1.94,5.24,0.57,0.254170723818411,g/kg
145,195,Rousselot,3/11/2021,A51160,0.0375621384017067,0.403476661004667,0.267537576339488,0.117637645532623,0.260142623318484,0.905,0.408768718860102,0.555974948910771,0.914290789916804,0.905,0.265235385540532,g/kg
146,196,Rousselot Peabody,5/12/2021,A52427,0.0421826626850419,0.503438862723685,0.321478771666585,0.127955547541467,0.417456747542249,1.74,0.458243491631408,0.691876510749026,5.97,3.485,3.485,g/kg
147,197,Rousselot Peabody,5/12/2021,A52428,0.0430969069075022,0.544129975562835,4.89,0.135325745422825,0.490038299679141,2.445,0.491561199090559,0.830815402985419,10.1,4.89,4.89,g/kg
148,198,Rousselot Peabody,5/12/2021,A52429,0.0200850069930422,0.160393172610763,0.204482335073832,0.0783605316683069,0.149569334642436,1.18,0.195073120997832,1.04,5.54,0.392,0.222317303009859,g/kg
149,199,Rousselot Peabody,5/12/2021,A52432,0.0200850069930422,0.160393172610763,0.204482335073832,0.080441428235743,0.149569334642436,1.3,0.406,1.15,6.39,0.3935,0.222317303009859,g/kg
150,200,Rousselot Peabody,5/12/2021,A52440,0.0255775065181062,0.225067226692671,0.264713431974154,0.0946990730071573,0.232041487522391,0.807,0.297752072602077,1.02,4.01,0.705,0.263110997567628,g/kg
151,201,Rousselot Peabody,5/12/2021,A52441,0.0076242528381657,0.205804266268821,0.26151517647623,0.0930435637544821,0.221176556678343,0.335,0.287480292992156,0.944,3.52,0.67,0.260903747746715,g/kg
152,202,Hawk Ridge Compost Facility,3/2/2021,HRCF1-A,56.0,15.0,4.9,7.1,160.0,0.475,3.8,29.0,38.0,0.8,2.2,g/kg
153,203,Hawk Ridge Compost Facility,3/2/2021,HRCF1-B,52.0,17.0,4.9,6.1,140.0,0.97,4.3,26.0,46.0,0.7,2.9,g/kg
154,204,RMI-RMF,3/31/2021,Primary,0.0158710162470779,3.8,1.2,0.8,2.6,0.055,0.83,3.8,5.3,0.095,1.2,g/kg
155,205,RMI-RMF,3/31/2021,Duplicate,0.0139541374415646,1.4,0.52,0.57,2.2,0.047,0.44,2.5,4.5,0.08,0.6,g/kg
156,206,Taunton Water Treatment Facility,4/30/2021,Lagoon 2A/2B/2C Composite,0.0725751329652208,0.170061720245351,0.238889418231822,0.0862628809073957,0.187463103686,0.265,0.252416982116535,0.178222790683372,0.322175101620826,0.525,0.254170723818411,g/kg
157,207,Tewksbury WTP,3/23/2021,TEWK-DPW-ST-001,0.0139541374415646,0.146,0.13,0.058,0.0919986437018484,0.0345,0.145,0.198,0.841,0.1165,0.175,g/kg
158,208,Tewksbury WTP,3/23/2021,TEWK-DPW-ST-002,0.084,0.144,0.116,0.165,0.285,0.087,0.165,0.489,0.912,0.1425,0.184,g/kg
159,209,Tewksbury WTP,3/23/2021,TEWK-DPW-ST-003,0.0023976938431232,0.108,0.0912839263017426,0.0248985223749268,0.0919986437018484,0.046,0.0923903563481732,0.144,0.68,0.156,0.173,g/kg
160,210,Tewksbury WTP,3/23/2021,TEWK-DPW-ST-004,0.0139541374415646,0.367,0.0912839263017426,0.0248985223749268,0.0919986437018484,0.0445,0.0923903563481732,0.145,0.69,0.15,0.181,g/kg
161,211,Tewksbury WTP,3/23/2021,TEWK-DPW-ST-005,0.0139541374415646,0.11033479469227,0.0912839263017426,0.0248985223749268,0.0919986437018484,0.0485,0.14,0.153,0.707,0.1635,0.182,g/kg
