,report,date_sampled,sample_id,lab,Matrix,Units,PFBS,PFDA,PFDoA,PFHpA,PFHxA,PFHxS,PFNA,PFOA,PFOS,PFTA,PFTrDA,PFUnA
532,Prospect 11 20I0770_2 2020-09-29.pdf,9/10/2020,20I0770-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,3.4,1.0052348335,1.0052348335,3.7,1.005255403,1.0052348335,1.0052348335
533,Prospect 17 20J0810_2 2020-11-17.pdf,10/8/2020,20J0810-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.0,1.005255403,1.0052348335,1.0052348335
534,Prospect 7 20J0806_2 2020-11-17.pdf,10/8/2020,20J0806-01,Con-Test,Drinking Water,ng/l,2.9,1.0052348335,1.0052348335,1.0052348335,1.0052348335,11.0,1.0052348335,1.0052348335,5.2,1.005255403,1.0052348335,1.0052348335
535,Radford 37 20J0814_2 2020-11-17.pdf,10/8/2020,20J0814-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.5,1.005255403,1.0052348335,1.0052348335
536,Stow - 25 Packard Rd - rcvd 10-16-2019.pdf,09/26/19 13:08,25 PACKARD RD,Alpha,Dw,ng/l,0.1305,0.296,0.298,2.66,6.73,0.221,0.219,7.81,6.02,0.19875,0.2335,0.197
537,Stow - 26 Carriage Ln - rcvd 10-18-2019.pdf,09/26/19 12:13,26 CARRIAGE LN,Alpha,Dw,ng/l,2.68,0.296,0.298,0.1195,3.51,0.221,0.219,4.59,3.78,0.19875,0.2335,0.197
538,Stow - 27 Carriage Ln - rcvd 10-16-2019.pdf,09/25/19 14:25,27 CARRIAGE LN,Alpha,Dw,ng/l,2.64,0.296,0.298,3.39,5.55,0.221,0.219,14.4,2.21,0.19875,0.2335,0.197
539,Stow - 29 Packard - rcvd 10-16-2019.pdf,09/25/19 15:28,29 PACKARD RD,Alpha,Dw,ng/l,1.88,0.296,0.298,3.15,7.25,0.221,0.219,6.96,5.72,0.19875,0.2335,0.197
540,Stow - 30 Carriage Ln - rcvd 10-18-2019.pdf,09/26/19 11:25,30 CARRIAGE LN,Alpha,Dw,ng/l,3.39,0.296,0.298,5.69,15.0,0.221,0.219,10.8,9.14,0.19875,0.2335,0.197
541,Stow - 33 Carriage Ln - rcvd 10-16-2019.pdf,09/26/19 11:50,33 CARRIAGE LN,Alpha,Dw,ng/l,0.1305,0.296,0.298,5.74,11.9,0.221,2.41,9.57,14.1,0.19875,0.2335,0.197
542,Stow - 37 Packard Rd - rcvd 10-22-2019.pdf,09/25/19 17:15,37 PACKARD RD,Alpha,Dw,ng/l,2.3,0.296,0.298,3.38,8.02,0.221,0.219,7.06,5.23,0.19875,0.2335,0.197
543,Stow - 41 Packard Rd - rcvd 10-16-2019.pdf,09/25/19 16:15,41 PACKARD RD,Alpha,Dw,ng/l,3.74,0.296,0.298,0.1195,3.94,0.221,0.219,4.47,3.87,0.19875,0.2335,0.197
544,Town Hall Well Data - Whitewater.pdf,01/08/20 10:00,SAMPLE 1,Alpha,Dw,ng/l,31.9,0.296,0.298,2.47,2.86,168.0,0.219,9.52,52.6,0.19875,0.2335,0.197
545,Town Hall Well Data - Whitewater.pdf,02/17/21 08:15,TC001G WELL 1,Alpha,Dw,ng/l,41.6,0.296,0.298,4.67,5.45,305.0,1.17,14.6,86.2,0.19875,0.2335,0.197
546,Town Hall Well Data - Whitewater.pdf,06/23/20 12:30,FINISH-TC001G WELL 1,Alpha,Dw,ng/l,16.1,0.296,0.298,1.25,1.48,81.7,0.219,4.48,23.5,0.19875,0.2335,0.197
547,Town Hall Well Data - Whitewater.pdf,09/29/20 09:00,TC001G WELL 1,Alpha,Dw,ng/l,41.2,0.296,0.298,1.6,3.715,229.5,0.77,10.350000000000001,61.9,0.19875,0.2335,0.197
548,Town Hall Well Data - Whitewater.pdf,12/22/20 08:15,TC001G WELL1,Alpha,Dw,ng/l,48.6,0.296,0.298,4.27,5.1,329.0,0.904,15.9,94.2,0.19875,0.2335,0.197
549,Worcester 16 20H0026_2 2020-08-17.pdf,7/29/2020,20H0026-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.6,1.20092955,1.005255403,1.0052348335,1.0052348335
550,fa66540 -  107 White Pond - 07-30-2019 Final.pdf,07/30/19,107-WP,SGS,DW - Drinking Water,ng/l,0.355,0.355,0.355,8.13,12.0,7.31,0.355,8.16,8.57,0.355,0.355,0.355
551,fa67060 - 5 Beechnut - 08-14-2019 Final.pdf,08/14/19,5-BEECH-RAW,SGS,DW - Drinking Water,ng/l,5.47,0.355,0.355,12.6,18.3,2.39,0.355,22.4,11.9,0.355,0.355,0.355
552,gleasondale surface water data_11182021.pdf,11/18/19,CANAL-DOWN,SGS,AQ - Ground Water,ng/l,12.0,0.355,0.355,2.12,5.78,1.7,0.355,4.82,3.9,0.355,0.355,0.355
553,gleasondale surface water data_11182021.pdf,11/18/19,CANAL-UP,SGS,AQ - Ground Water,ng/l,12.9,0.355,0.355,2.22,5.86,1.71,0.355,5.12,3.71,0.355,0.355,0.355
554,gleasondale surface water data_11182021.pdf,11/18/19,RIVER-DOWN,SGS,AQ - Ground Water,ng/l,12.2,0.355,0.355,2.2,5.74,1.79,0.355,5.26,3.59,0.355,0.355,0.355
555,gleasondale surface water data_11182021.pdf,11/18/19,RIVER-UP,SGS,AQ - Ground Water,ng/l,8.21,0.355,0.355,2.37,6.03,1.86,0.355,5.0,3.47,0.355,0.355,0.355
556,lab report FA68135 white pond 09-17-2019.pdf,09/17/19,other,SGS,DW - Drinking Water,ng/l,0.355,0.355,0.355,20.86666666666667,23.7,11.266666666666666,5.973333333333333,10.376666666666667,12.200000000000001,0.355,0.355,0.355
557,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,09/17/19,other,SGS,AQ - Water,ng/l,4.32,0.355,0.355,4.805,8.4,0.355,0.355,5.95,6.4,0.355,0.355,0.355
558,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,09/17/19,other,SGS,SO - Sediment,ng/g,6.38,44.05,31.0,20.745,14.123333333333335,54.763999999999996,110.74000000000001,39.413333333333334,1115.8485714285714,5.77,77.17666666666666,257.975
559,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,09/17/19,EXISTING-D-BASIN WATER,SGS,DW - Drinking Water,ng/l,0.355,0.355,0.355,2.08,3.4,0.355,0.355,2.04,0.355,0.355,0.355,0.355
560,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,09/17/19,EXISTING-D-BASIN-SED,SGS,SO - Soil,ng/g,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,12.1,0.355
