,folder,report,RTN,address,date_sampled,sample_id,lab,page,error,Matrix,DF,Acronym,Compound,CAS,Result,RL,MCL,MDL,Units,Result_val,limit
1732,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.78,,0.064,ng/l,,0.064
1733,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,34.2,1.78,,0.557,ng/l,34.2,0.557
1734,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.78,,0.425,ng/l,,0.425
1735,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,6.78,1.78,,0.439,ng/l,6.78,0.439
1736,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.78,,0.574,ng/l,,0.574
1737,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.78,,0.24600000000000002,ng/l,,0.24600000000000002
1738,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.78,,0.535,ng/l,,0.535
1739,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.78,,0.382,ng/l,,0.382
1740,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.78,,0.5,ng/l,,0.5
1741,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.78,,0.578,ng/l,,0.578
1742,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.78,,0.187,ng/l,,0.187
1743,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.78,,0.45299999999999996,ng/l,,0.45299999999999996
1744,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.78,,0.385,ng/l,,0.385
1745,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.84,,0.262,ng/l,,0.262
1746,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.84,,0.242,ng/l,,0.242
1747,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.84,,0.41600000000000004,ng/l,,0.41600000000000004
1748,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.84,,0.24,ng/l,,0.24
1749,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.84,,0.442,ng/l,,0.442
1750,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.84,,0.066,ng/l,,0.066
1751,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.84,,0.575,ng/l,,0.575
1752,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.84,,0.439,ng/l,,0.439
1753,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,2.58,1.84,,0.45299999999999996,ng/l,2.58,0.45299999999999996
1754,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.84,,0.594,ng/l,,0.594
1755,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.84,,0.254,ng/l,,0.254
1756,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.84,,0.5529999999999999,ng/l,,0.5529999999999999
1757,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.84,,0.39399999999999996,ng/l,,0.39399999999999996
1758,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.84,,0.516,ng/l,,0.516
1759,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.84,,0.597,ng/l,,0.597
1760,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.84,,0.19399999999999998,ng/l,,0.19399999999999998
1761,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.84,,0.46799999999999997,ng/l,,0.46799999999999997
1762,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:15,3 BEECH MID,Alpha,8,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.84,,0.39799999999999996,ng/l,,0.39799999999999996
1763,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.83,,0.26,ng/l,,0.26
1764,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.83,,0.24100000000000002,ng/l,,0.24100000000000002
1765,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.83,,0.414,ng/l,,0.414
1766,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.83,,0.23800000000000002,ng/l,,0.23800000000000002
1767,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.83,,0.44,ng/l,,0.44
1768,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.83,,0.066,ng/l,,0.066
1769,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.83,,0.5720000000000001,ng/l,,0.5720000000000001
1770,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.83,,0.436,ng/l,,0.436
1771,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,6.74,1.83,,0.451,ng/l,6.74,0.451
1772,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.83,,0.59,ng/l,,0.59
1773,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.83,,0.252,ng/l,,0.252
1774,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.83,,0.55,ng/l,,0.55
1775,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.83,,0.392,ng/l,,0.392
1776,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.83,,0.513,ng/l,,0.513
1777,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.83,,0.594,ng/l,,0.594
1778,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.83,,0.192,ng/l,,0.192
1779,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.83,,0.465,ng/l,,0.465
1780,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:10,3 BEECH EFF,Alpha,9,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.83,,0.396,ng/l,,0.396
1781,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.87,,0.266,ng/l,,0.266
1782,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.87,,0.24600000000000002,ng/l,,0.24600000000000002
1783,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.87,,0.423,ng/l,,0.423
1784,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.87,,0.243,ng/l,,0.243
1785,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.87,,0.449,ng/l,,0.449
1786,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.87,,0.067,ng/l,,0.067
1787,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.87,,0.584,ng/l,,0.584
1788,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.87,,0.446,ng/l,,0.446
1789,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.87,,0.46,ng/l,,0.46
1790,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.87,,0.603,ng/l,,0.603
1791,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.87,,0.258,ng/l,,0.258
1792,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.87,,0.562,ng/l,,0.562
1793,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.87,,0.4,ng/l,,0.4
1794,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.87,,0.524,ng/l,,0.524
1795,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.87,,0.606,ng/l,,0.606
1796,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.87,,0.196,ng/l,,0.196
1797,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.87,,0.475,ng/l,,0.475
1798,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:05,FB 3 BEECH,Alpha,10,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.87,,0.40399999999999997,ng/l,,0.40399999999999997
1799,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,1.47,1.84,,0.261,ng/l,1.47,0.261
1800,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,60.0,1.84,,0.242,ng/l,60.0,0.242
1801,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.84,,0.41600000000000004,ng/l,,0.41600000000000004
1802,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,90.9,1.84,,0.239,ng/l,90.9,0.239
1803,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,1.03,1.84,,0.442,ng/l,1.03,0.442
1804,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.84,,0.066,ng/l,,0.066
1805,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,206,1.84,,0.574,ng/l,206.0,0.574
1806,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,36.3,1.84,,0.43799999999999994,ng/l,36.3,0.43799999999999994
1807,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,41.5,1.84,,0.45299999999999996,ng/l,41.5,0.45299999999999996
1808,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,0.846,1.84,,0.5920000000000001,ng/l,0.846,0.5920000000000001
1809,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.84,,0.253,ng/l,,0.253
1810,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.84,,0.552,ng/l,,0.552
1811,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.84,,0.39399999999999996,ng/l,,0.39399999999999996
1812,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.84,,0.515,ng/l,,0.515
1813,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.84,,0.596,ng/l,,0.596
1814,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.84,,0.193,ng/l,,0.193
1815,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.84,,0.467,ng/l,,0.467
1816,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:25,307 CHEST,Alpha,7,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.84,,0.397,ng/l,,0.397
1817,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.81,,0.257,ng/l,,0.257
1818,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.81,,0.23800000000000002,ng/l,,0.23800000000000002
1819,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.81,,0.41,ng/l,,0.41
1820,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.81,,0.23600000000000002,ng/l,,0.23600000000000002
1821,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.81,,0.435,ng/l,,0.435
1822,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.81,,0.065,ng/l,,0.065
1823,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.81,,0.565,ng/l,,0.565
1824,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.81,,0.431,ng/l,,0.431
1825,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.81,,0.446,ng/l,,0.446
1826,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.81,,0.584,ng/l,,0.584
1827,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.81,,0.249,ng/l,,0.249
1828,2-0021045 - Stow - MA Fire Academy/,L2109634 - 307 Chestnut Street.pdf,2-0021045,,02/26/21 13:20,307 CHEST MID,Alpha,8,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.81,,0.544,ng/l,,0.544
