,folder,report,RTN,address,date_sampled,sample_id,lab,page,error,Matrix,DF,Acronym,Compound,CAS,Result,RL,MCL,MDL,Units,Result_val,limit
6083,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1,Alpha,146,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.81,,0.387,ng/l,,0.387
6084,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1,Alpha,146,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.81,,0.506,ng/l,,0.506
6085,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1,Alpha,146,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.81,,0.586,ng/l,,0.586
6086,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1,Alpha,146,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.81,,0.19,ng/l,,0.19
6087,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1,Alpha,146,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.81,,0.45899999999999996,ng/l,,0.45899999999999996
6088,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1,Alpha,146,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.81,,0.391,ng/l,,0.391
6089,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.86,,0.264,ng/l,,0.264
6090,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.86,,0.245,ng/l,,0.245
6091,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,3.72,,0.42,ng/l,,0.42
6092,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.86,,0.242,ng/l,,0.242
6093,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.86,,0.446,ng/l,,0.446
6094,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.86,,0.067,ng/l,,0.067
6095,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.86,,0.58,ng/l,,0.58
6096,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.86,,0.442,ng/l,,0.442
6097,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.86,,0.457,ng/l,,0.457
6098,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.86,,0.599,ng/l,,0.599
6099,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.86,,0.256,ng/l,,0.256
6100,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.86,,0.5579999999999999,ng/l,,0.5579999999999999
6101,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.86,,0.39799999999999996,ng/l,,0.39799999999999996
6102,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.86,,0.521,ng/l,,0.521
6103,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.86,,0.602,ng/l,,0.602
6104,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.86,,0.195,ng/l,,0.195
6105,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.86,,0.47200000000000003,ng/l,,0.47200000000000003
6106,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,12/22/20 08:15,TC001G WELL1-FB,Alpha,147,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.86,,0.402,ng/l,,0.402
6107,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,41.6,1.77,,0.251,ng/l,41.6,0.251
6108,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,5.45,1.77,,0.233,ng/l,5.45,0.233
6109,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.77,,0.4,ng/l,,0.4
6110,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,4.67,1.77,,0.23,ng/l,4.67,0.23
6111,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,305,1.77,,0.425,ng/l,305.0,0.425
6112,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.77,,0.063,ng/l,,0.063
6113,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,14.6,1.77,,0.552,ng/l,14.6,0.552
6114,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,1.17,1.77,,0.42100000000000004,ng/l,1.17,0.42100000000000004
6115,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,86.2,1.77,,0.435,ng/l,86.2,0.435
6116,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.77,,0.57,ng/l,,0.57
6117,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.77,,0.243,ng/l,,0.243
6118,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.77,,0.531,ng/l,,0.531
6119,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.77,,0.379,ng/l,,0.379
6120,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.77,,0.495,ng/l,,0.495
6121,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.77,,0.573,ng/l,,0.573
6122,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.77,,0.18600000000000003,ng/l,,0.18600000000000003
6123,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.77,,0.449,ng/l,,0.449
6124,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1,Alpha,179,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.77,,0.382,ng/l,,0.382
6125,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.92,,0.273,ng/l,,0.273
6126,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,0.769,1.92,,0.253,ng/l,0.769,0.253
6127,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.92,,0.435,ng/l,,0.435
6128,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,0.577,1.92,,0.25,ng/l,0.5770000000000001,0.25
6129,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.92,,0.462,ng/l,,0.462
6130,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.92,,0.069,ng/l,,0.069
6131,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.92,,0.6,ng/l,,0.6
6132,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.92,,0.45799999999999996,ng/l,,0.45799999999999996
6133,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.92,,0.473,ng/l,,0.473
6134,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.92,,0.619,ng/l,,0.619
6135,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.92,,0.265,ng/l,,0.265
6136,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.92,,0.5770000000000001,ng/l,,0.5770000000000001
6137,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.92,,0.41200000000000003,ng/l,,0.41200000000000003
6138,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.92,,0.5379999999999999,ng/l,,0.5379999999999999
6139,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.92,,0.623,ng/l,,0.623
6140,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.92,,0.20199999999999999,ng/l,,0.20199999999999999
6141,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.92,,0.488,ng/l,,0.488
6142,2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,,02/17/21 08:15,TC001G WELL 1 FB,Alpha,180,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.92,,0.415,ng/l,,0.415
6143,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,2.0,,,ng/L,,2.0
6144,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,2.0,,,ng/L,,2.0
6145,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,2.0,,,ng/L,,2.0
6146,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,2.0,,,ng/L,,2.0
6147,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,2.0,,,ng/L,,2.0
6148,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,2.0,,,ng/L,,2.0
6149,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFNA,Perfluorononanoic acid,375-95-1,ND,2.0,,,ng/L,,2.0
6150,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,2.0,,,ng/L,,2.0
6151,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.0,,,ng/L,,2.0
6152,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,2.0,,,ng/L,,2.0
6153,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.0,,,ng/L,,2.0
6154,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,2.0,,,ng/L,,2.0
6155,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,2.0,,,ng/L,,2.0
6156,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,2.0,,,ng/L,,2.0
6157,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,2.0,,,ng/L,,2.0
6158,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,2.0,,,ng/L,,2.0
6159,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,2.0,,,ng/L,,2.0
6160,2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,"10 Mountain Eff, 10 Mountain, Princeton, MA",2/15/2021,21B0651-01,Con-Test,5,,Drinking Water,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,2.0,,,ng/L,,2.0
6161,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,4.6,2.0,,,ng/L,4.6,2.0
6162,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFHxA,Perfluorohexanoic acid,307-24-4,2.7,2.0,,,ng/L,2.7,2.0
6163,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,27,2.0,,,ng/L,27.0,2.0
6164,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFHpA,Perfluoroheptanoic acid,375-85-9,2.0,2.0,,,ng/L,2.0,2.0
6165,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFOA,Perfluorooctanoic acid,335-67-1,5.4,2.0,,,ng/L,5.4,2.0
6166,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,21,2.0,,,ng/L,21.0,2.0
6167,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFNA,Perfluorononanoic acid,375-95-1,ND,2.0,,,ng/L,,2.0
6168,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,2.0,,,ng/L,,2.0
6169,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.0,,,ng/L,,2.0
6170,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,2.0,,,ng/L,,2.0
6171,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.0,,,ng/L,,2.0
6172,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,2.0,,,ng/L,,2.0
6173,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,2.0,,,ng/L,,2.0
6174,2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,"21 Mountain INF, 21 Mountain, Princeton, MA",2/5/2021,21B0321-01,Con-Test,5,,Drinking Water,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,2.0,,,ng/L,,2.0
