,RTN,date_sampled_well_well,sample_id,lab,Matrix,lat,lon,NEtFOSAA_well,PFBS_well,PFDA_well,PFDoA_well,PFHpA_well,PFHxA_well,PFHxS_well,PFNA_well,PFOA_well,PFOS_well,PFTA_well,PFTrDA_well,PFUnA_well,geometry
0,1-0021289,06/22/21 07:20,684-PMR-RAW,Alpha,Dw,42.6416606,-72.47533513325892,0.258,0.29741665516384297,0.294,0.294,0.1930804490783058,0.2785636245962695,0.08174440050302755,0.11619805265093446,0.43774442091099053,0.421029888706456,0.19875,0.2335,0.294,POINT (-72.47533513325892 42.6416606)
1,1-0021289,06/22/21 07:25,684-PMR-KIT SINK,Alpha,Dw,42.6416606,-72.47533513325892,0.258,0.29741665516384297,0.306,0.306,0.1930804490783058,0.2785636245962695,0.08174440050302755,0.11619805265093446,0.43774442091099053,0.4892658519497145,0.19875,0.2335,0.306,POINT (-72.47533513325892 42.6416606)
2,1-0021289,06/22/21 08:21,700-PMR-KIT SINK,Alpha,Dw,42.64249285,-72.4739921948855,0.258,0.29741665516384297,0.304,0.304,0.267999213518307,0.21105086052984073,0.12466685755703966,0.185705541562346,0.43774442091099053,0.7736237289800135,0.19875,0.2335,0.304,POINT (-72.4739921948855 42.64249285)
3,1-0021289,06/22/21 08:55,603-PMR-KIT-SINK,Alpha,Dw,42.6372627,-72.47966324873443,0.258,13.4,0.302,0.302,0.1930804490783058,0.2785636245962695,0.08174440050302755,0.11619805265093446,0.43774442091099053,0.4892658519497145,0.19875,0.2335,0.302,POINT (-72.47966324873443 42.6372627)
4,1-0021289,06/22/21 09:25,563-PMR-KIT SINK,Alpha,Dw,42.636279650000006,-72.48153765079185,0.258,8.8,0.301,0.301,2.7,1.88,0.05878161262417014,0.185705541562346,17.7,0.645268775489534,0.19875,0.2335,0.301,POINT (-72.48153765079185 42.63627965000001)
5,1-0021289,06/22/21 10:08,34-RVD-KIT SINK,Alpha,Dw,42.635539699999995,-72.47777680377666,0.258,20.1,0.3035,0.3035,0.1930804490783058,0.2785636245962695,0.08174440050302755,0.11619805265093446,1.34,0.4892658519497145,0.19875,0.2335,0.3035,POINT (-72.47777680377666 42.6355397)
6,1-0021289,06/22/21 11:14,119-CR-KIT SINK,Alpha,Dw,42.626171799999995,-72.47882749467215,0.258,2.08,0.304,0.304,0.14442304162970784,0.3765568857667755,0.05878161262417014,0.08234919502982756,0.619,0.248712314671855,0.19875,0.2335,0.304,POINT (-72.47882749467215 42.62617179999999)
7,1-0021289,06/22/21 11:58,101-CR-KIT SINK,Alpha,Dw,42.6266153,-72.47760747194754,0.258,0.29741665516384297,0.301,0.301,0.1930804490783058,0.2785636245962695,0.12466685755703966,0.08234919502982756,0.43774442091099053,0.3770672681623345,0.19875,0.2335,0.301,POINT (-72.47760747194754 42.6266153)
8,1-0021289,06/22/21 13:34,23-RVD-RO-TAP,Alpha,Dw,42.63573195,-72.47914650846324,0.258,0.29741665516384297,0.3015,0.3015,0.1930804490783058,0.2785636245962695,0.08174440050302755,0.11619805265093446,0.43774442091099053,0.4892658519497145,0.19875,0.2335,0.3015,POINT (-72.47914650846324 42.63573195)
9,1-0021289,06/22/21 13:35,23-RVD-KIT SINK,Alpha,Dw,42.63573195,-72.47914650846324,0.258,15.4,0.305,0.305,0.40162017919620396,2.89,0.19890376445671298,0.303757638659856,0.7908013635005591,0.9260006601131956,0.19875,0.2335,0.305,POINT (-72.47914650846324 42.63573195)
10,1-0021289,06/22/21 13:40,23-RVD-RAW,Alpha,Dw,42.63573195,-72.47914650846324,0.258,15.0,0.297,0.297,0.1930804490783058,3.02,0.08174440050302755,0.11619805265093446,0.43774442091099053,0.421029888706456,0.19875,0.2335,0.297,POINT (-72.47914650846324 42.63573195)
11,1-0021289,06/22/21 14:26,20 RVD-KIT SINK,Alpha,Dw,42.6365032,-72.47809522771084,0.258,24.4,0.305,0.305,0.12659358994684364,0.32098427095725424,0.017365195591056,0.07085953791226575,0.302723958750891,0.3339237339656405,0.19875,0.2335,0.305,POINT (-72.47809522771084 42.6365032)
12,1-0021289,06/22/21 14:30,20-RVD-RAW,Alpha,Dw,42.6365032,-72.47809522771084,0.258,26.2,0.319,0.319,0.20250427978763955,0.2785636245962695,0.08174440050302755,0.11619805265093446,1.26,0.917,0.19875,0.2335,0.319,POINT (-72.47809522771084 42.6365032)
13,1-0021289,06/22/21 15:15,609-PMR-KIT SINK,Alpha,Dw,42.637401600000004,-72.47915957890729,0.258,0.29741665516384297,0.305,0.305,0.10758499809993141,0.266623475339362,0.072295000030423,0.0521293538792708,0.280441010172482,0.3020518716060295,0.19875,0.2335,0.305,POINT (-72.47915957890729 42.6374016)
14,1-0021289,06/22/21 15:17,609-PMR-RAW,Alpha,Dw,42.637401600000004,-72.47915957890729,0.258,0.3128185923300515,0.308,0.308,0.1930804490783058,0.2785636245962695,0.08174440050302755,0.11619805265093446,0.43774442091099053,0.4892658519497145,0.19875,0.2335,0.308,POINT (-72.47915957890729 42.6374016)
15,1-0021289,09/07/21 11:52,6-RVD-KIT,Alpha,Dw,42.6374776,-72.4782873276352,0.258,24.4,0.31,0.31,0.1930804490783058,0.2785636245962695,0.08174440050302755,0.11619805265093446,0.480591219344121,0.4892658519497145,0.19875,0.2335,0.31,POINT (-72.4782873276352 42.6374776)
16,1-0021289,09/07/21 12:50,548-PMR-KIT,Alpha,Dw,42.6351522,-72.48213698432468,0.258,11.2,0.3125,0.3125,0.749,2.43,0.08174440050302755,0.11619805265093446,3.26,0.4892658519497145,0.19875,0.2335,0.3125,POINT (-72.48213698432468 42.6351522)
17,2-0020439,07/30/19,107-WP,SGS,DW - Drinking Water,42.386141699999996,-71.4844945447321,0.915,0.72153660509558,0.95,1.9,8.13,12.0,7.31,0.428971633864376,8.16,8.57,0.355,0.355,1.9,POINT (-71.4844945447321 42.3861417)
18,2-0020439,07/30/19,115-WP,SGS,DW - Drinking Water,42.38572365,-71.48421877366795,0.915,0.874765933700608,0.95,1.9,0.712951362870255,0.717704861561683,0.396203984097133,0.519958642837388,1.48226899926795,1.57377440424867,0.355,0.355,1.9,POINT (-71.48421877366795 42.38572365)
19,2-0020439,07/30/19,159-WP,SGS,DW - Drinking Water,42.3830744,-71.48460286267394,0.915,2.96,0.95,1.9,0.853082379612972,0.128191708725974,0.307025051306549,0.45731763140172,5.78,1.20555097465405,0.355,0.355,1.9,POINT (-71.48460286267394 42.3830744)
20,2-0020439,07/30/19,169-WP,SGS,DW - Drinking Water,42.38268755,-71.48468023745684,0.915,5.15,1.0,2.0,0.128218308457146,7.57,0.0778598386634891,0.0779021447135107,3.86,0.290723773220581,0.355,0.355,2.0,POINT (-71.48468023745684 42.38268755)
21,2-0020439,07/30/19,189-WP,SGS,DW - Drinking Water,42.38172755,-71.48629084396677,0.915,0.55369119131269,0.95,1.9,0.650419444522945,2.25058945782198,0.221733821397092,0.332215525754606,1.3606270989714,1.00009894511655,0.355,0.355,1.9,POINT (-71.48629084396677 42.38172755)
22,2-0020439,07/30/19,201-WP,SGS,DW - Drinking Water,42.3809615,-71.48709959033994,0.915,0.820692956131375,0.95,1.9,1.0161482126543,0.351290133159565,0.371841084696998,0.554584316582506,1.61156745197566,1.44215001286543,0.355,0.355,1.9,POINT (-71.48709959033994 42.3809615)
23,2-0020439,07/30/19,69-WP,SGS,DW - Drinking Water,42.38743685,-71.48636519177211,0.915,0.217272944828384,1.0,2.0,0.136412976887957,0.743142892004784,0.0794390909217793,0.0834232284322078,0.333181054718017,0.297629750489516,0.355,0.355,2.0,POINT (-71.48636519177211 42.38743685)
24,2-0020439,07/30/19,75-WP,SGS,DW - Drinking Water,42.38728585,-71.48587710000001,0.915,2.63,0.95,1.9,0.592415858451599,1.30537309543962,2.59,0.225603036270724,11.2,4.98,0.355,0.355,1.9,POINT (-71.48587710000001 42.38728585)
25,2-0020439,08/02/19,168-WP,SGS,DW - Drinking Water,42.38191785,-71.48427789956938,0.915,2.18,0.95,1.85,0.359695230461286,2.55540002877078,0.118982772649103,0.19782934951164,6.65,2.15,0.355,0.355,1.85,POINT (-71.48427789956938 42.38191785)
26,2-0020439,08/02/19,178-WP,SGS,DW - Drinking Water,42.3809078,-71.48439768154873,0.915,3.75,0.9,1.8,4.71,15.2,2.06,0.144529244752863,15.9,13.0,0.355,0.355,1.8,POINT (-71.48439768154873 42.3809078)
27,2-0020439,08/02/19,181-WP,SGS,DW - Drinking Water,42.3819454,-71.48581071151096,0.915,0.230067393041986,0.9,1.8,0.199196018613995,0.0457158857530847,0.0703194956855904,0.21693304149313,1.92,0.406174103555928,0.355,0.355,1.8,POINT (-71.48581071151096 42.3819454)
28,2-0020439,08/02/19,182-WP,SGS,DW - Drinking Water,42.38135695,-71.48509687891882,0.915,0.360314829441272,0.95,1.85,0.322824158815747,1.39434512728453,0.110539815306423,0.161866799852131,2.97,0.468732857783697,0.355,0.355,1.85,POINT (-71.48509687891882 42.38135695)
29,2-0020439,08/02/19,186-WP,SGS,DW - Drinking Water,42.38105165,-71.48542489627562,0.915,0.195392403556868,0.9,1.8,0.164172781743048,0.103016473427801,0.0571808983044128,0.189877738085371,0.33687298954026,0.341138913866691,0.355,0.355,1.8,POINT (-71.48542489627562 42.38105165)
30,2-0020439,08/02/19,5-CL,SGS,DW - Drinking Water,42.38070255,-71.48822579954668,0.915,0.418259921400818,0.95,1.85,0.39948609170038,0.0630149951591323,0.127931511930878,0.211303206406503,2.97,0.529926106630819,0.355,0.355,1.85,POINT (-71.48822579954668 42.38070255)
31,2-0020439,08/06/19,227-WHITE,SGS,DW - Drinking Water,42.379346049999995,-71.48959470541958,0.915,0.211159235530917,1.0,2.0,0.142033616392931,0.468860294976308,0.0763038165539599,0.0820161834180443,0.325658277043963,0.283887484041665,0.355,0.355,2.0,POINT (-71.48959470541958 42.37934605)
32,2-0020439,08/06/19,241-WHITE,SGS,DW - Drinking Water,42.37922835,-71.49059166093764,0.915,0.220362082059264,1.0,2.0,0.139207369119108,0.916947469481301,0.0810418871051452,0.0848484915229261,0.340772705942836,0.304606110577836,0.355,0.355,2.0,POINT (-71.49059166093764 42.37922835)
33,2-0020439,08/14/19,121-WP,SGS,DW - Drinking Water,42.3852908,-71.4840806265824,0.915,1.0775256665548,0.85,1.7,1.05065607305372,0.0738660369030935,0.50162517225561,2.12911672072164,2.62,0.669632557508649,0.355,0.355,1.7,POINT (-71.4840806265824 42.3852908)
34,2-0020439,08/14/19,2-CRANBERRY,SGS,DW - Drinking Water,42.38037195,-71.48885817357761,0.915,0.163340629746703,0.9,1.8,0.282525092569991,0.383427822794835,0.0458461205164077,0.165863904206734,2.41,0.281427839936849,0.355,0.355,1.8,POINT (-71.48885817357761 42.38037195)
35,2-0020439,08/14/19,209-WP,SGS,DW - Drinking Water,42.3805193,-71.48772622285783,0.915,0.267646543968039,0.9,1.8,0.23850512070131,0.2688865833762,0.0855067897835958,0.247452335946579,2.54,0.476990585242604,0.355,0.355,1.8,POINT (-71.48772622285783 42.3805193)
36,2-0020439,08/21/19,225-WP,SGS,DW - Drinking Water,42.3794654,-71.48914246968714,0.915,0.449521051331763,0.95,1.85,0.288676488948642,1.01020344423029,0.207486082406989,0.240784563255682,0.941895111211046,0.907634547153811,0.355,0.355,1.85,POINT (-71.48914246968714 42.3794654)
37,2-0020439,08/28/19,164-WHITE,SGS,DW - Drinking Water,42.38137775,-71.4838993,0.915,0.214205392937526,1.0,2.0,0.133650176020072,0.131273502193413,0.355,0.0792558595638488,0.310817243782657,0.355,0.355,0.355,2.0,POINT (-71.4838993 42.38137775)
38,2-0020439,08/28/19,174-WHITE,SGS,DW - Drinking Water,42.38166305,-71.48464230500366,0.915,5.39,1.0,2.0,4.06,12.4,0.355,0.0862921987939032,13.9,9.62,0.355,0.355,2.0,POINT (-71.48464230500366 42.38166305)
39,2-0020439,08/28/19,223-WHITE,SGS,DW - Drinking Water,42.379768600000006,-71.48868871536908,0.915,0.223472996789,1.0,2.0,0.130918705801325,0.0787961069148961,0.355,0.0806271336594724,0.318203847853287,0.355,0.355,0.355,2.0,POINT (-71.48868871536908 42.37976860000001)
40,2-0020439,09/25/19,4-CRANBERRY,SGS,DW - Drinking Water,42.38004905,-71.48944232056856,0.915,0.517123433293529,0.95,1.85,0.538610257163303,3.43067093565403,0.169405015692659,0.311612309517528,1.24618053172293,0.665653224258015,0.355,0.355,1.85,POINT (-71.48944232056856 42.38004905)
41,2-0020439,10/15/18 08:05,115-PARMENTER-10152018,Alpha,Dw,42.381426950000005,-71.49494984359757,0.258,0.0330504231380114,0.296,0.298,0.699751488627394,0.121,0.839294255795102,2.01441431101832,12.2,1.35744913250399,0.19875,0.2335,0.197,POINT (-71.49494984359757 42.38142695000001)
42,2-0020439,10/15/18 08:22,19-PARMENTER-10152018,Alpha,Dw,42.388752049999994,-71.49670350115997,0.258,12.3,0.296,0.298,3.36,0.121,0.683832137718196,1.55756835892798,27.7,1.17034168531001,0.19875,0.2335,0.197,POINT (-71.49670350115997 42.38875204999999)
43,2-0020439,10/15/18 08:32,144-PARMENTER-PRE-10152018,Alpha,Dw,42.379176349999994,-71.49565584311023,0.258,1.22916654348079,0.296,0.298,1.00980108731535,0.121,0.558226483010533,0.500260197885105,0.868751894666026,0.603477995052727,0.19875,0.2335,0.197,POINT (-71.49565584311023 42.37917634999999)
44,2-0020439,10/15/18 08:42,144-PARMENTER-POST-10152018,Alpha,Dw,42.379176349999994,-71.49565584311023,0.258,0.133645998867705,0.296,0.298,0.105515280524305,0.121,0.027772289589367,0.0936856597030309,0.258144700469362,0.22661490302876,0.19875,0.2335,0.197,POINT (-71.49565584311023 42.37917634999999)
45,2-0020439,10/15/18 09:04,27-PARMENTER-10152018,Alpha,Dw,42.387678,-71.49581873324281,0.258,3.98,0.296,0.298,6.02,0.121,2.64,0.326409732816008,14.5,30.1,0.19875,0.2335,0.197,POINT (-71.49581873324281 42.387678)
46,2-0020439,10/15/18 09:25,81-PARMENTER-10152018,Alpha,Dw,42.3819647,-71.49504657527955,0.258,0.111780794953749,0.296,0.298,3.24,0.121,0.0332130214851868,0.0341681615416489,20.5,0.283315985750729,0.19875,0.2335,0.197,POINT (-71.49504657527955 42.3819647)
47,2-0020439,10/15/18 09:25,other,Alpha,Dw,46.3144754,11.0480288,0.258,0.874765933700608,0.296,0.298,0.746027184497983,0.121,0.292611379512153,0.43821489890923,9.26,0.562133228869904,0.19875,0.2335,0.197,POINT (11.0480288 46.3144754)
48,2-0020439,10/15/18 09:44,58-PARMENTER-10152018,Alpha,Dw,42.384996900000004,-71.49766714563644,0.258,0.429172046423162,0.296,0.298,0.099152318742373,0.121,0.239108573705244,0.259888541057045,2.59,0.691193406639764,0.19875,0.2335,0.197,POINT (-71.49766714563644 42.3849969)
49,2-0020439,10/15/18 10:12,3-ANNIE-10152018,Alpha,Dw,42.3808584,-71.4926817421402,0.258,0.201685948648488,0.296,0.298,2.82,0.121,3.26,2.42,7.12,2.84,0.19875,0.2335,0.197,POINT (-71.49268174214021 42.3808584)
50,2-0020439,10/15/18 10:35,76-PARMENTER-10152018,Alpha,Dw,42.38258725,-71.4962039,0.258,0.674477889516528,0.296,0.298,0.627533538316162,0.121,0.285013755797035,0.564285431493572,5.74,0.548979036413169,0.19875,0.2335,0.197,POINT (-71.4962039 42.38258725)
51,2-0020439,10/15/18 10:51,50-PARMENTER-10152018,Alpha,Dw,42.3855629,-71.49768182071458,0.258,0.0538211372585476,0.296,0.298,0.0305926000370363,0.121,0.0324794424591012,0.0249416493300067,3.33,0.087749919278082,0.19875,0.2335,0.197,POINT (-71.49768182071458 42.3855629)
52,2-0020439,10/15/18 11:13,5-ANNIE-10152018,Alpha,Dw,42.3812553,-71.49279435,0.258,0.23433208143501,0.296,0.298,0.206702084721583,0.121,0.0862329562590882,0.0762281795398764,3.75,0.318098738800698,0.19875,0.2335,0.197,POINT (-71.49279435 42.3812553)
53,2-0020439,10/15/18 11:30,4-ANNIE-10152018,Alpha,Dw,42.3814133,-71.4932893347826,0.258,0.302399620834268,0.296,0.298,0.232611572897286,0.121,0.194028101866379,0.256683893694254,6.3,0.318098738800698,0.19875,0.2335,0.197,POINT (-71.4932893347826 42.3814133)
54,2-0020439,10/15/18 11:47,128-PARMENTER-10152018,Alpha,Dw,42.38060725,-71.49542905622809,0.258,0.697249053737559,0.296,0.298,3.37,0.121,1.95,0.263414437560743,18.4,2.47,0.19875,0.2335,0.197,POINT (-71.49542905622809 42.38060725)
55,2-0020439,10/15/18 12:49,78-PARMENTER-10152018,Alpha,Dw,42.3812381,-71.49836818225079,0.258,0.76968964766534,0.296,0.298,0.338085944235264,0.121,0.164608966677252,0.663100606192008,2.0,0.878210288837614,0.19875,0.2335,0.197,POINT (-71.49836818225079 42.3812381)
56,2-0020439,10/15/18 13:08,8-CRANBERRY-10152018,Alpha,Dw,42.37985235,-71.49099921446205,0.258,0.46156178620469,0.296,0.298,0.399974717239844,0.121,0.244015909954878,0.43821489890923,0.751723592791222,0.409161954595277,0.19875,0.2335,0.197,POINT (-71.49099921446205 42.37985235)
57,2-0020439,10/15/18 13:08,other,Alpha,Dw,46.3144754,11.0480288,0.258,0.483447545184494,0.296,0.298,0.211098949392594,0.121,0.176653608969517,0.0623722509485661,0.115996599119905,0.388367878999854,0.19875,0.2335,0.197,POINT (11.0480288 46.3144754)
58,2-0020439,10/15/18 13:22,6-CRANBERRY-10152018,Alpha,Dw,42.37989615,-71.49016025556841,0.258,0.155706235707644,0.296,0.298,0.0244317859017049,0.121,0.0047681551070994,0.022710767738116,0.114913174138228,0.548979036413169,0.19875,0.2335,0.197,POINT (-71.49016025556841 42.37989615)
59,2-0020439,10/15/18 13:44,129-PARMENTER-10152018,Alpha,Dw,42.38086455,-71.49430330400905,0.258,0.766661319283455,0.296,0.298,0.600393679227044,0.121,0.396991605130322,0.754116124236117,7.5,0.854909277714758,0.19875,0.2335,0.197,POINT (-71.49430330400905 42.38086455)
60,2-0020439,10/15/18 14:03,75-PARMENTER-10152018,Alpha,Dw,42.3832763,-71.495800447822,0.258,0.674477889516528,0.296,0.298,0.636380962908521,0.121,0.589087127491963,1.37983331394479,5.54,1.19583737911409,0.19875,0.2335,0.197,POINT (-71.49580044782201 42.3832763)
61,2-0020439,10/15/18 14:23,2-ANNIE-10152018,Alpha,Dw,42.38126365,-71.49391192812799,0.258,0.145604559893098,0.296,0.298,2.01,0.121,0.028141513198014,0.246317411908892,10.8,1.11425696326343,0.19875,0.2335,0.197,POINT (-71.49391192812799 42.38126365)
62,2-0020439,10/26/18 11:03,104-PARMENTER-10262018,Alpha,Dw,42.382002,-71.49635367892594,0.258,2.34,0.296,0.298,2.96,0.121,2.05,0.0972741171323066,22.2,0.425417060194048,0.19875,0.2335,0.197,POINT (-71.49635367892594 42.382002)
63,2-0020923,01/08/20,264-CHEST-RAW,SGS,DW - Drinking Water,42.381082,-71.51456995018467,0.915,0.676034326627219,0.95,1.85,17.3,14.1,0.252862036665919,0.354148884160178,39.5,3.4,0.355,0.355,1.85,POINT (-71.51456995018467 42.381082)
64,2-0020923,01/08/20,296-CHEST-RAW,SGS,DW - Drinking Water,42.3808316,-71.51316416168605,0.915,2.1,0.85,1.65,159.0,97.2,0.0959639583548312,39.0,339.0,60.2,0.355,0.355,1.65,POINT (-71.51316416168605 42.3808316)
65,2-0020923,01/08/20,3-STONY-RAW,SGS,DW - Drinking Water,42.37848255,-71.5128956595938,0.915,2.4,10.6,1.7,69.1,37.6,0.401651787050305,39.8,151.0,162.0,0.355,0.355,1.7,POINT (-71.5128956595938 42.37848255)
66,2-0020923,01/08/20,300-CHEST-RAW,SGS,DW - Drinking Water,42.380284950000004,-71.512509,0.915,2.7,0.85,1.65,191.0,118.0,0.159812310741741,43.0,417.0,66.8,0.355,0.355,1.65,POINT (-71.51250899999999 42.38028495)
67,2-0020923,01/08/20,305-CHEST-RAW,SGS,DW - Drinking Water,42.3791116,-71.51329858919942,0.915,0.633001005442764,0.95,1.85,0.780373407068998,1.54681613154073,0.236840832353486,0.402413148718337,4.3,1.09922895721492,0.355,0.355,1.85,POINT (-71.51329858919942 42.3791116)
68,2-0020923,01/08/20,307-CHEST-RAW,SGS,DW - Drinking Water,42.37915735,-71.51264131004132,0.915,0.592270607539997,0.95,1.85,98.9,60.8,1.34671108469132,25.5,247.0,34.7,0.355,0.355,1.85,POINT (-71.51264131004132 42.37915735)
69,2-0020923,01/08/20,308-CHEST-RAW,SGS,DW - Drinking Water,42.379759500000006,-71.5124859,0.915,3.1,0.95,1.85,137.0,83.4,0.269856536509877,34.5,350.0,59.2,0.355,0.355,1.85,POINT (-71.5124859 42.37975950000001)
70,2-0020923,01/08/20,341-CHEST-RAW,SGS,DW - Drinking Water,42.3790438,-71.50973255337931,0.915,5.7,0.95,1.85,4.0,7.9,2.4,1.33601782392496,12.1,4.0,0.355,0.355,1.85,POINT (-71.50973255337931 42.3790438)
71,2-0020923,01/08/20,343-CHEST-RAW,SGS,DW - Drinking Water,42.3790737,-71.50887493699457,0.915,3.2,0.85,1.65,6.0,7.1,0.124636520858691,0.207235113550892,13.7,2.0,0.355,0.355,1.65,POINT (-71.50887493699457 42.3790737)
72,2-0020923,01/08/20,359-CHEST-RAW,SGS,DW - Drinking Water,42.379163500000004,-71.50748557204903,0.915,5.1,0.85,1.65,9.1,12.6,1.7,0.145223852861583,20.4,4.5,0.355,0.355,1.65,POINT (-71.50748557204903 42.3791635)
73,2-0020923,01/08/20,5-BEECH-RAW,SGS,DW - Drinking Water,42.37829655,-71.50808370811126,0.915,5.2,0.85,1.65,12.3,15.6,2.4,0.173824692197289,24.9,3.6,0.355,0.355,1.65,POINT (-71.50808370811126 42.37829655)
74,2-0020923,01/08/20,7-BEECH-RAW,SGS,DW - Drinking Water,42.378376349999996,-71.50863898469265,0.915,0.879333316575794,0.85,1.7,0.760529206525332,2.42929531222669,0.78383115594853,0.409993689555529,0.868751894666026,0.959399326170544,0.355,0.355,1.7,POINT (-71.50863898469265 42.37837635)
75,2-0020923,01/08/20,9-BEECH-RAW,SGS,DW - Drinking Water,42.37844905,-71.50916678465313,0.915,3.7,0.95,1.85,7.2,7.6,0.287887994048457,0.0232790354868078,15.8,2.8,0.355,0.355,1.85,POINT (-71.50916678465313 42.37844905)
76,2-0020923,02/05/20,264-CHEST-RAW,SGS,DW - Drinking Water,42.381082,-71.51456995018467,0.915,0.0786680276130689,0.95,1.85,22.5,20.6,0.0231654608218618,2.1,47.9,3.1,0.355,0.355,1.85,POINT (-71.51456995018467 42.381082)
77,2-0020923,02/05/20,290-CHEST-RAW,SGS,DW - Drinking Water,42.38056145,-71.51387184217226,0.915,2.3,3.2,2.0,185.0,112.0,0.0507692014553287,50.4,355.0,86.4,0.355,0.355,2.0,POINT (-71.51387184217226 42.38056145)
78,2-0020923,02/05/20,296-CHEST-RAW,SGS,DW - Drinking Water,42.3808316,-71.51316416168605,0.915,0.17620620630012,1.0,2.0,104.0,65.6,0.0473706776416759,24.1,252.0,40.1,0.355,0.355,2.0,POINT (-71.51316416168605 42.3808316)
79,2-0020923,02/05/20,3-BEECH-RAW,SGS,DW - Drinking Water,42.37832485,-71.50739128060506,0.915,6.3,0.95,1.85,14.0,17.6,2.0,0.0205970722756116,29.1,4.0,0.355,0.355,1.85,POINT (-71.50739128060506 42.37832485)
80,2-0020923,02/05/20,3-STONY-RAW,SGS,DW - Drinking Water,42.37848255,-71.5128956595938,0.915,2.9,10.9,1.85,72.2,42.2,0.0204060594630156,37.8,156.0,161.0,0.355,0.355,1.85,POINT (-71.5128956595938 42.37848255)
81,2-0020923,02/05/20,300-CHEST-RAW,SGS,DW - Drinking Water,42.380284950000004,-71.512509,0.915,2.7,1.0,2.0,187.0,118.0,0.049618790343359,42.5,404.0,66.6,0.355,0.355,2.0,POINT (-71.51250899999999 42.38028495)
82,2-0020923,02/05/20,305-CHEST-RAW,SGS,DW - Drinking Water,42.3791116,-71.51329858919942,0.915,6.0,1.0,2.0,3.9,8.9,3.0,0.0563088914695085,13.1,4.2,0.355,0.355,2.0,POINT (-71.51329858919942 42.3791116)
83,2-0020923,02/05/20,307-CHEST-RAW,SGS,DW - Drinking Water,42.37915735,-71.51264131004132,0.915,2.1,0.9,1.8,124.0,75.5,1.12994940005234,37.2,293.0,55.5,0.355,0.355,1.8,POINT (-71.51264131004132 42.37915735)
84,2-0020923,02/05/20,308-CHEST-RAW,SGS,DW - Drinking Water,42.379759500000006,-71.5124859,0.915,2.8,0.95,1.85,140.0,88.1,0.0154474809787344,40.6,333.0,72.8,0.355,0.355,1.85,POINT (-71.5124859 42.37975950000001)
85,2-0020923,02/05/20,341-CHEST-RAW,SGS,DW - Drinking Water,42.3790438,-71.50973255337931,0.915,0.179010110944385,1.0,2.0,0.112654383558483,1.97139973942167,0.0484860237068677,0.0573802207880678,3.5,0.244294745670681,0.355,0.355,2.0,POINT (-71.50973255337931 42.3790438)
86,2-0020923,02/05/20,343-CHEST-RAW,SGS,DW - Drinking Water,42.3790737,-71.50887493699457,0.915,3.5,0.95,1.85,5.9,7.2,1.9,0.0568624944335964,13.2,2.1,0.355,0.355,1.85,POINT (-71.50887493699457 42.3790737)
87,2-0020923,02/05/20,5-BEECH-RAW,SGS,DW - Drinking Water,42.37829655,-71.50808370811126,0.915,5.4,0.95,1.85,10.6,14.3,2.2,0.0261441345015957,22.4,3.5,0.355,0.355,1.85,POINT (-71.50808370811126 42.37829655)
88,2-0020923,02/05/20,7-BEECH-RAW,SGS,DW - Drinking Water,42.378376349999996,-71.50863898469265,0.915,0.141950189640081,0.95,1.85,1.42814340545002,0.90310687709272,0.0401421506185083,0.114310376721514,0.688726478444355,0.178214554802713,0.355,0.355,1.85,POINT (-71.50863898469265 42.37837635)
89,2-0020923,02/05/20,9-BEECH-RAW,SGS,DW - Drinking Water,42.37844905,-71.50916678465313,0.915,3.4,0.95,1.85,7.0,8.4,0.905456749314726,1.94782202807901,15.4,2.9,0.355,0.355,1.85,POINT (-71.50916678465313 42.37844905)
90,2-0020923,06/10/19 12:05,308-CH-RAW,Alpha,Dw,42.379759500000006,-71.5124859,0.258,3.59,0.9375,0.9375,153.5,130.0,0.20492947397745045,48.5,426.5,65.5,0.19875,0.2335,0.9375,POINT (-71.5124859 42.37975950000001)
91,2-0020923,06/18/19 10:50,3 STONY BROOK,Alpha,Dw,42.37848255,-71.5128956595938,0.258,2.56,6.13,0.92,60.2,47.4,1.16979640061472,33.5,138.0,103.0,0.19875,0.2335,0.92,POINT (-71.5128956595938 42.37848255)
92,2-0020923,06/19/19 09:43,305 CHEST,Alpha,Dw,42.3791116,-71.51329858919942,0.258,0.7046728754054224,0.9275,0.9275,11.55,8.145,0.37652378140920323,5.32,26.6,13.3,0.19875,0.2335,0.9275,POINT (-71.51329858919942 42.3791116)
93,2-0020923,06/19/19 10:15,307 CHEST,Alpha,Dw,42.37915735,-71.51264131004132,0.258,0.4033433208986995,0.9075,0.9075,77.95,61.55,0.17768723140043452,20.5,194.5,27.85,0.19875,0.2335,0.9075,POINT (-71.51264131004132 42.37915735)
94,2-0020923,06/19/19 10:45,300 CHEST,Alpha,Dw,42.380284950000004,-71.512509,0.258,2.94,0.99,0.99,185.0,156.0,0.0724490171664724,53.2,512.0,62.7,0.19875,0.2335,0.99,POINT (-71.51250899999999 42.38028495)
95,2-0020923,06/19/19 11:40,290 CHEST,Alpha,Dw,42.38056145,-71.51387184217226,0.258,3.21,2.9,1.01,193.0,167.0,0.181861249781386,62.6,511.0,85.8,0.19875,0.2335,1.01,POINT (-71.51387184217226 42.38056145)
