,RTN,date_sampled_well_well,sample_id,lab,Matrix,lat,lon,NEtFOSAA_well,PFBS_well,PFDA_well,PFDoA_well,PFHpA_well,PFHxA_well,PFHxS_well,PFNA_well,PFOA_well,PFOS_well,PFTA_well,PFTrDA_well,PFUnA_well,geometry
379,4-0027571,11/27/18 09:50,G,Alpha,Dw,41.382212217616704,-70.61585338710115,0.258,0.376389390787556,0.915,0.915,96.1,85.0,55.4,2.45,51.7,1.2893316255411,0.19875,0.2335,0.915,POINT (-70.61585338710115 41.3822122176167)
380,4-0027571,11/27/18 10:30,H,Alpha,Dw,41.38161865583238,-70.61825249738446,0.258,0.939719008007029,0.895,0.895,0.895489344960599,1.04122201595613,0.536086648708339,0.0406857371437412,1.16231043718398,0.123720037964147,0.19875,0.2335,0.895,POINT (-70.61825249738446 41.38161865583238)
381,4-0027571,11/27/18 11:30,I,Alpha,Dw,41.38271778008558,-70.61949267598543,0.258,0.0874440676903755,0.885,0.885,474.0,460.0,0.0383299333551165,9.82,151.0,0.0732741459615673,0.19875,0.2335,0.885,POINT (-70.61949267598543 41.38271778008558)
382,4-0027571,11/27/18 12:30,J,Alpha,Dw,41.38321317429186,-70.61720248072307,0.258,7.91,0.945,0.945,163.0,174.0,186.0,0.25324041396457,91.7,541.7,0.19875,0.2335,0.945,POINT (-70.61720248072307 41.38321317429186)
383,4-0027571,11/27/18 13:00,K,Alpha,Dw,41.37474847274938,-70.61246569902555,0.258,0.620286117050508,0.89,0.89,0.099152318742373,0.110550446930599,0.246622311489203,0.62067548526826,0.571178141360429,0.854909277714758,0.19875,0.2335,0.89,POINT (-70.61246569902555 41.37474847274938)
384,4-0027571,12/03/18 09:25,L,Alpha,Dw,41.38282894082848,-70.61527106212887,0.258,0.322707966845888,3.29,1.0125,68.25,446.0,4.91,14.45,59.650000000000006,85.4,0.19875,0.2335,1.0125,POINT (-70.61527106212887 41.38282894082848)
385,4-0027571,12/03/18 10:00,M,Alpha,Dw,41.37364706719386,-70.62132629832817,0.258,0.800160048622123,0.99,0.99,0.340567198137109,0.475610782062216,0.400070509880659,0.855899773088155,0.60339544071596,0.894535329066298,0.19875,0.2335,0.99,POINT (-70.62132629832817 41.37364706719386)
386,4-0027571,12/03/18 10:20,N,Alpha,Dw,41.38158860915727,-70.62017761590045,0.258,0.434252285323631,0.93,0.93,0.31984800805363,1.31469272141401,0.271183823635729,1.73340297831693,0.699747895085916,1.49372118712023,0.19875,0.2335,0.93,POINT (-70.62017761590045 41.38158860915727)
387,4-0027571,12/03/18 10:40,O,Alpha,Dw,41.37502966215583,-70.62429575685793,0.258,0.420674631784396,1.07,1.07,0.376609307426882,0.504955639074409,0.194047168363422,0.197559977230837,2.35,0.597087515730123,0.19875,0.2335,1.07,POINT (-70.62429575685793 41.37502966215583)
388,4-0027571,12/03/18 11:10,P,Alpha,Dw,41.37937409140085,-70.61676511036463,0.258,1.91,0.925,0.925,26.8,64.9,3.69,1.37983331394479,7.94,1.06545051334534,0.19875,0.2335,0.925,POINT (-70.61676511036463 41.37937409140085)
389,4-0027571,12/03/18 11:30,Q,Alpha,Dw,41.37624316277723,-70.61939015369954,0.258,3.35,1.115,1.115,0.396940660023508,2.72,0.200366190501944,0.201682703521619,0.646034912574893,0.614416395262136,0.19875,0.2335,1.115,POINT (-70.61939015369954 41.37624316277723)
390,4-0027571,12/03/18 11:50,R,Alpha,Dw,41.37665377818944,-70.62124931450276,0.258,1.01773884364211,0.96,0.96,0.921557028106833,1.03258471360287,0.767826575613388,0.663100606192008,0.583809449795635,0.878210288837614,0.19875,0.2335,0.96,POINT (-70.62124931450276 41.37665377818944)
391,4-0027571,12/03/18 12:10,S,Alpha,Dw,41.37782711556455,-70.62277533019255,0.258,0.137408882613273,0.925,0.925,0.124145557339647,0.231631783920529,0.661266033560195,0.43821489890923,0.881527593708311,1.93,0.19875,0.2335,0.925,POINT (-70.62277533019255 41.37782711556455)
392,4-0027571,12/07/18 08:25,T,Alpha,Dw,41.380111843868484,-70.62132155637401,0.258,0.707186087771798,0.93,0.93,1.07037403546771,0.65798279803482,0.757546995380623,0.554584316582506,1.32721315287388,0.735678141380834,0.19875,0.2335,0.93,POINT (-70.62132155637401 41.38011184386848)
393,4-0027571,12/07/18 09:15,U,Alpha,Dw,41.383742982904835,-70.61817551792372,0.258,0.107613125908364,0.92,0.92,25.5,34.8,0.0177962187992659,0.019447687855346,19.2,0.208040141028274,0.19875,0.2335,0.92,POINT (-70.61817551792372 41.38374298290483)
394,4-0027571,12/07/18 09:15,V,Alpha,Dw,41.38093298345425,-70.62971438425912,0.258,0.367217289875548,0.845,0.845,0.540689601101763,0.654673219917187,0.124636520858691,0.0443258326720049,0.868751894666026,0.224945174880441,0.19875,0.2335,0.845,POINT (-70.62971438425912 41.38093298345425)
395,4-0027571,12/07/18 09:40,W,Alpha,Dw,41.37488881516313,-70.62238512565236,0.258,0.981364002665067,0.89,0.89,0.185581319723566,0.579508004872033,0.37231848064486,0.772904591203471,2.14,0.722116276684564,0.19875,0.2335,0.89,POINT (-70.62238512565236 41.37488881516313)
396,4-0027571,12/07/18 10:10,X,Alpha,Dw,41.38020847595338,-70.61638305095073,0.258,2.465,0.925,0.925,12.55,22.1,7.095000000000001,0.5442678113914989,9.055,0.8293274422897885,0.19875,0.2335,0.925,POINT (-70.61638305095073 41.38020847595338)
397,4-0027571,12/07/18 10:30,Y,Alpha,Dw,41.381270079051305,-70.61627281164401,0.258,3.72,0.875,0.875,45.8,72.3,445.0,0.754116124236117,15.7,341.0,0.19875,0.2335,0.875,POINT (-70.61627281164401 41.3812700790513)
398,4-0027571,12/07/18 11:10,AB,Alpha,Dw,41.378081532892125,-70.62540174427937,0.258,0.382636074466013,0.94,0.94,0.103290024328204,0.236864871425862,0.111257924551071,0.131693688065206,0.340821369484607,0.32469855522008,0.19875,0.2335,0.94,POINT (-70.62540174427937 41.37808153289212)
399,4-0027571,12/07/18 11:15,AA,Alpha,Dw,41.368496006122676,-70.6247075145764,0.258,0.550472160286324,0.87,0.87,0.306448830939896,0.282701720134253,0.462095001127291,0.655391088160307,0.571178141360429,1.04353439155895,0.19875,0.2335,0.87,POINT (-70.6247075145764 41.36849600612268)
400,4-0027571,12/07/18 11:40,AC,Alpha,Dw,41.37838417239752,-70.6179860844102,0.258,8.39,0.895,0.895,30.7,52.3,0.0493877141741225,2.02,12.1,0.265285255976172,0.19875,0.2335,0.895,POINT (-70.61798608441021 41.37838417239752)
401,4-0027571,12/07/18 11:50,AO,Alpha,Dw,41.37397955622232,-70.62823074259082,0.258,0.261664203787574,0.895,0.895,1.8,2.99,0.0872328898196397,0.130755963022172,0.186946924106122,1.3455117096111,0.19875,0.2335,0.895,POINT (-70.62823074259082 41.37397955622232)
402,4-0027571,12/07/18 12:20,AE,Alpha,Dw,41.378687510138654,-70.62226150732526,0.258,0.181350443192067,0.885,0.885,0.171336563833915,0.184802037367214,0.0833057393372818,0.171370127918647,0.239666174607972,0.224945174880441,0.19875,0.2335,0.885,POINT (-70.62226150732526 41.37868751013865)
403,4-0027571,12/07/18 12:30,AF,Alpha,Dw,41.38012370521161,-70.62285155983895,0.258,0.15281791642315,0.845,0.845,0.153384233295064,0.209884885454022,0.0320455808295412,0.189877738085371,0.33687298954026,0.548979036413169,0.19875,0.2335,0.845,POINT (-70.62285155983895 41.38012370521161)
404,4-0027571,12/07/18 12:50,AD,Alpha,Dw,41.377109212882495,-70.61960540601524,0.258,0.965692402942641,0.905,0.905,0.974525256619375,1.04122201595613,0.916247986390833,0.763446185636491,1.18078735015741,0.735678141380834,0.19875,0.2335,0.905,POINT (-70.61960540601524 41.37710921288249)
405,4-0027571,12/07/18 13:20,AN,Alpha,Dw,41.38306666477119,-70.6192009745824,0.258,0.604247631451762,0.935,0.935,4.5,7.6,3.12,0.0445703384300606,5.54,5.02,0.19875,0.2335,0.935,POINT (-70.6192009745824 41.38306666477119)
406,4-0027571,12/07/18 13:30,AJ,Alpha,Dw,41.37154315626638,-70.62171365575105,0.258,0.101624977052992,0.91,0.91,0.0736429383308503,0.0632955023362159,0.0064509254059861,0.0400731673377908,0.155481498688246,0.283315985750729,0.19875,0.2335,0.91,POINT (-70.62171365575105 41.37154315626638)
407,4-0027571,12/07/18 14:00,AK,Alpha,Dw,41.37747156356542,-70.62104686577058,0.258,0.072930140761948,0.88,0.88,0.130147846693593,0.143724417873939,0.0051639828046473,0.0361390214208228,0.153947085863831,0.224945174880441,0.19875,0.2335,0.88,POINT (-70.62104686577058 41.37747156356542)
408,4-0027571,12/07/18 14:20,AQ,Alpha,Dw,41.37781265554497,-70.62091070521875,0.258,0.24575993157886,0.93,0.93,0.192815882996978,0.153935638116169,0.130782397779027,0.0568624944335964,0.469603856982527,0.409161954595277,0.19875,0.2335,0.93,POINT (-70.62091070521875 41.37781265554497)
409,4-0027571,12/07/18 14:30,AM,Alpha,Dw,41.375247173375165,-70.62215311370824,0.258,0.808246123681212,0.885,2.29,0.9593375742299,1.24984978783487,0.72120070640215,1.29336395632512,1.04579231563433,1.26117998068071,0.19875,0.2335,2.05,POINT (-70.62215311370824 41.37524717337516)
410,4-0027571,12/07/18 15:00,AR,Alpha,Dw,41.37848481986862,-70.62515717179144,0.258,0.13160819854837,0.885,0.885,0.0796334766427296,0.107356399041086,0.0655898012436846,0.13899206462555,0.114913174138228,0.144056943664268,0.19875,0.2335,0.885,POINT (-70.62515717179144 41.37848481986862)
411,4-0027571,12/13/18 08:50,AG,Alpha,Dw,41.37229936068518,-70.62635302029265,0.258,0.931610602853326,0.94,0.94,0.322824158815747,0.76656227273878,0.804884372407214,1.15826693564753,0.881527593708311,0.878210288837614,0.19875,0.2335,0.94,POINT (-70.62635302029265 41.37229936068518)
412,4-0027571,12/13/18 09:00,AS,Alpha,Dw,41.38063072177064,-70.61741728644735,0.258,0.422395549407715,0.8625,0.8625,37.349999999999994,134.5,3.115,0.7140430077784204,19.3,0.5153487836438105,0.19875,0.2335,0.8625,POINT (-70.61741728644735 41.38063072177064)
413,4-0027571,12/13/18 09:01,AH,Alpha,Dw,41.37445524110068,-70.62803303434141,0.258,0.46156178620469,0.885,0.885,0.395020882942029,0.555818668734028,0.413918917970888,0.380597142816658,0.571178141360429,0.691193406639764,0.19875,0.2335,0.885,POINT (-70.62803303434141 41.37445524110068)
414,4-0027571,12/13/18 09:25,AT,Alpha,Dw,41.37381490148024,-70.62672686877929,0.258,0.409995345204009,0.92,0.92,9.43,13.8,0.136943327073079,0.315631031579527,0.798968447259788,1.32678022325326,0.19875,0.2335,0.92,POINT (-70.62672686877929 41.37381490148024)
415,4-0027571,12/13/18 09:50,AV,Alpha,Dw,41.37206349451848,-70.62963132525128,0.258,0.29102917669615,0.91,0.91,0.446171829286788,2.78,0.12690840302304,0.164464184026835,4.39,1.86,0.19875,0.2335,0.91,POINT (-70.62963132525128 41.37206349451848)
416,4-0027571,12/13/18 10:06,AW,Alpha,Dw,41.379626208570194,-70.61792121450357,0.258,4.64,0.91,0.91,4.29,10.2,2.6,0.0056037748413515,4.85,2.58,0.19875,0.2335,0.91,POINT (-70.61792121450357 41.37962620857019)
417,4-0027571,12/13/18 10:10,AU,Alpha,Dw,41.382377804712,-70.61977229729114,0.258,0.715644476795183,0.845,0.845,28.7,26.7,0.359239255229374,0.655391088160307,22.6,1.04353439155895,0.19875,0.2335,0.845,POINT (-70.61977229729114 41.382377804712)
418,4-0027571,12/13/18 10:30,AX,Alpha,Dw,41.37673172283829,-70.6185347376809,0.258,0.766661319283455,0.92,0.92,71.2,82.6,0.457057162893516,0.516623437071814,27.3,1.57034103713101,0.19875,0.2335,0.92,POINT (-70.6185347376809 41.37673172283829)
419,4-0027571,12/13/18 10:40,AZ,Alpha,Dw,41.37118110535483,-70.62845995668563,0.258,0.864241685078847,0.875,0.875,0.540689601101763,1.05687839646737,0.426017487984347,0.570545457465165,1.352990830596,1.26117998068071,0.19875,0.2335,0.875,POINT (-70.62845995668563 41.37118110535483)
420,4-0027571,12/13/18 10:47,AY,Alpha,Dw,41.37202874423646,-70.6227947329152,0.258,10.4,0.985,0.985,2.6,13.6,148.0,0.0767049940838426,8.15,341.7,0.19875,0.2335,0.985,POINT (-70.6227947329152 41.37202874423646)
421,4-0027571,12/13/18 11:00,BA,Alpha,Dw,41.36908133615258,-70.62588282450962,0.258,23.6,0.91,0.91,0.313579284745415,0.269642744818095,2.67,0.120216852670743,0.578739693270712,0.735678141380834,0.19875,0.2335,0.91,POINT (-70.62588282450962 41.36908133615258)
422,4-0027571,12/13/18 11:25,BC,Alpha,Dw,41.370132081732834,-70.62320310930892,0.258,0.237865602341078,0.885,0.885,0.306448830939896,0.282701720134253,0.235623475395165,0.312751885461397,0.390204548447319,0.425417060194048,0.19875,0.2335,0.885,POINT (-70.62320310930892 41.37013208173283)
423,4-0027571,12/13/18 11:32,BB,Alpha,Dw,41.36373894127738,-70.61736246191752,0.258,1.09826223985794,0.89,0.89,0.472689339819495,1.01768756601726,0.456005682756832,1.22135654915777,1.24461053972943,1.00363077546842,0.19875,0.2335,0.89,POINT (-70.61736246191752 41.36373894127738)
424,4-0027571,12/13/18 11:40,BD,Alpha,Dw,41.37152768721616,-70.62669819196738,0.258,0.876571223184297,0.87,0.87,1.00980108731535,0.969842545093076,0.889057007833118,1.79643286217959,1.8,1.51284718468037,0.19875,0.2335,0.87,POINT (-70.62669819196738 41.37152768721616)
425,4-0027571,12/13/18 12:00,BF,Alpha,Dw,41.37535010542006,-70.62731563116213,0.258,0.560039840285463,0.885,0.885,0.500971721841169,0.741671441118597,0.497918107630677,0.463151210476977,0.787674175335139,0.854909277714758,0.19875,0.2335,0.885,POINT (-70.62731563116213 41.37535010542006)
426,4-0027571,12/13/18 12:15,BQ,Alpha,Dw,41.37079193245621,-70.62703091464543,0.258,0.792303307588968,0.865,0.865,0.435149396513128,0.393778217121001,0.0141332624182646,0.0443258326720049,0.33687298954026,0.548979036413169,0.19875,0.2335,0.865,POINT (-70.62703091464543 41.37079193245621)
427,4-0027571,12/13/18 12:19,BE,Alpha,Dw,41.38005113671123,-70.61930209165511,0.258,1.99,0.855,0.855,18.8,27.4,0.735495645268608,1.52272352488565,9.19,1.4595161629172,0.19875,0.2335,0.855,POINT (-70.61930209165511 41.38005113671123)
428,4-0027571,12/13/18 12:53,BG,Alpha,Dw,41.382019172525034,-70.61996848775993,0.258,0.705592408493107,0.96,0.96,0.48428918759963,0.475610782062216,0.165536622410139,1.27718960801204,0.890107997107003,1.30006304317386,0.19875,0.2335,0.96,POINT (-70.61996848775993 41.38201917252503)
429,4-0027571,12/13/18 13:00,BH,Alpha,Dw,41.38345090952685,-70.6188250996996,0.258,0.7488825914642789,0.87,0.87,6.21,11.4,0.41612302173122095,0.535402827675135,7.02,0.8409838791227595,0.19875,0.2335,0.87,POINT (-70.61882509969961 41.38345090952685)
430,4-0027571,12/13/18 13:24,BI,Alpha,Dw,41.37011956594345,-70.62741057898293,0.258,0.876571223184297,0.89,0.89,0.306448830939896,0.292974342874399,1.03339551275129,0.967827081220462,1.95,1.56777990461051,0.19875,0.2335,0.89,POINT (-70.62741057898293 41.37011956594345)
431,4-0027571,12/13/18 13:30,BK,Alpha,Dw,41.376549959797735,-70.62645061667524,0.258,0.801973349911055,0.9,0.9,1.12522962510506,0.910232286819079,0.705617118307476,1.90560506592766,1.33081016936853,1.64547139607331,0.19875,0.2335,0.9,POINT (-70.62645061667524 41.37654995979774)
432,4-0027571,12/13/18 13:45,BM,Alpha,Dw,41.372454501600934,-70.6208047231365,0.258,0.49922128928811,0.855,0.855,0.540689601101763,0.393778217121001,0.209960377327339,0.238758546712479,1.16231043718398,0.722116276684564,0.19875,0.2335,0.855,POINT (-70.6208047231365 41.37245450160093)
433,4-0027571,12/13/18 14:00,BL,Alpha,Dw,41.37173597668517,-70.62802212734908,0.258,0.965692402942641,0.86,0.86,0.306448830939896,0.654673219917187,0.391809554173069,0.263414437560743,0.967391318182154,0.959399326170544,0.19875,0.2335,0.86,POINT (-70.62802212734908 41.37173597668517)
434,4-0027571,12/13/18 14:15,BN,Alpha,Dw,41.372761469721006,-70.62439839027356,0.258,0.674477889516528,0.86,0.86,0.185581319723566,0.209884885454022,0.335449726434953,0.21199167141548,3.3,0.880243153932483,0.19875,0.2335,0.86,POINT (-70.62439839027356 41.37276146972101)
435,4-0027571,12/13/18 14:25,BP,Alpha,Dw,41.37049630875978,-70.62722617316494,0.258,0.725447405956258,0.86,0.86,0.472689339819495,0.393778217121001,1.8,0.326409732816008,2.08,1.04353439155895,0.19875,0.2335,0.86,POINT (-70.62722617316494 41.37049630875978)
436,4-0027571,12/13/18 14:31,BO,Alpha,Dw,41.38087503872385,-70.6187289320287,0.258,0.372371839163332,1.0,1.0,171.0,119.0,0.193290740361612,0.167154889920136,121.0,0.522273706674801,0.19875,0.2335,1.0,POINT (-70.6187289320287 41.38087503872385)
437,4-0027571,12/13/18 14:45,BR,Alpha,Dw,41.379344948094975,-70.6246075165269,0.258,0.995888021090196,0.9,0.9,0.994201072558297,0.637468354039744,0.445482606793567,1.4039043081159,1.16231043718398,1.32442246589967,0.19875,0.2335,0.9,POINT (-70.62460751652689 41.37934494809497)
438,4-0027571,12/13/18 14:50,BT,Alpha,Dw,41.37885882205598,-70.6234545850292,0.258,0.378515737936569,0.91,0.91,0.6673863335224115,0.319531752283093,0.56243568764271,0.906342776643274,0.8469061000403034,0.918772869950225,0.19875,0.2335,0.91,POINT (-70.62345458502919 41.37885882205598)
439,4-0027571,12/13/18 14:52,BS,Alpha,Dw,41.378753511232645,-70.62032403071846,0.258,1.13695041353135,0.895,0.895,37.7,21.9,0.822176377297583,1.96424652138981,23.5,0.969900753538278,0.19875,0.2335,0.895,POINT (-70.62032403071846 41.37875351123265)
440,4-0027571,12/19/18 11:15,BZ,Alpha,Dw,41.381560414303436,-70.60965786844862,0.258,0.89954325243825,0.86,0.86,27.6,73.1,4.26,0.62067548526826,8.72,1.22813244296741,0.19875,0.2335,0.86,POINT (-70.60965786844862 41.38156041430344)
441,4-0027571,12/19/18 11:30,BV,Alpha,Dw,41.36918332368631,-70.61352266828614,0.258,0.19207365036286,0.855,0.855,0.153384233295064,0.140571236249017,0.0467926907285728,0.150100726542705,0.423813231740876,0.402724448852555,0.19875,0.2335,0.855,POINT (-70.61352266828614 41.36918332368631)
442,4-0027571,12/19/18 12:30,BX,Alpha,Dw,41.37280577805126,-70.62897580510108,0.258,0.376389390787556,0.91,0.91,0.616910191635555,0.637468354039744,0.261541337277702,0.531911816288817,1.26477380984124,1.19583737911409,0.19875,0.2335,0.91,POINT (-70.62897580510108 41.37280577805126)
443,4-0027571,12/19/18 12:30,CE,Alpha,Dw,41.368708521916304,-70.62191973505193,0.258,0.775451906422516,0.895,0.895,0.540689601101763,0.591081894673506,0.350250085710878,0.548520564930015,0.741257761291054,0.676220566691814,0.19875,0.2335,0.895,POINT (-70.62191973505193 41.3687085219163)
444,4-0027571,12/19/18 13:00,CK,Alpha,Dw,41.38116447231558,-70.60968726527238,0.258,0.557619450767594,0.93,0.93,0.49569724002686,0.441067037359416,0.538189937926477,0.389763041659087,0.98202559485889,0.558515934023911,0.19875,0.2335,0.93,POINT (-70.60968726527238 41.38116447231558)
445,4-0027571,12/19/18 13:30,CJ,Alpha,Dw,41.37652729441954,-70.6096678511507,0.258,0.483447545184494,0.88,0.88,1.85,7.41,0.165483784600808,0.251077912343024,0.571178141360429,0.425417060194048,0.19875,0.2335,0.88,POINT (-70.6096678511507 41.37652729441954)
446,4-0027571,12/19/18 14:00,CI,Alpha,Dw,41.36818698991845,-70.61391888502203,0.258,0.738700663784849,0.91,0.91,0.836525416427014,0.910232286819079,0.367912012650632,0.222161184175984,0.881527593708311,0.409161954595277,0.19875,0.2335,0.91,POINT (-70.61391888502203 41.36818698991845)
447,4-0027571,12/20/18 08:30,BY,Alpha,Dw,41.37313285451157,-70.62585160888007,0.258,0.450235600546169,0.875,0.875,0.306448830939896,0.675424529359777,0.189004321891704,0.142310122599304,1.04579231563433,0.854909277714758,0.19875,0.2335,0.875,POINT (-70.62585160888007 41.37313285451157)
448,4-0027571,12/20/18 09:00,CA,Alpha,Dw,41.37769615904423,-70.62563411593163,0.258,0.893999076883826,0.9,0.9,1.27161858520894,1.26566959999957,0.605027903815106,1.63122017861334,1.51565945801915,1.47779900205664,0.19875,0.2335,0.9,POINT (-70.62563411593163 41.37769615904423)
449,4-0027571,12/20/18 10:30,CB,Alpha,Dw,41.380380369596466,-70.60959054169122,0.258,1.07382820490836,0.855,0.855,10.9,35.8,0.486225494804357,0.92857932078653,2.51,0.927157518624198,0.19875,0.2335,0.855,POINT (-70.60959054169122 41.38038036959647)
450,4-0027571,12/20/18 11:00,CF,Alpha,Dw,41.38423605235622,-70.61443872901017,0.258,0.0715837623771302,0.9299999999999999,0.9299999999999999,36.150000000000006,79.15,0.00978800461385255,4.49,14.75,2.74,0.19875,0.2335,0.9299999999999999,POINT (-70.61443872901017 41.38423605235622)
451,4-0027571,12/20/18 11:30,CG,Alpha,Dw,41.378524257617094,-70.60942500113956,0.258,0.186616713277409,0.96,0.96,2.0,38.9,0.361392825728822,0.0149135648254706,1.27833998125072,0.32469855522008,0.19875,0.2335,0.96,POINT (-70.60942500113956 41.37852425761709)
452,4-0027571,12/20/18 13:00,CC,Alpha,Dw,41.36987918510823,-70.62542972732432,0.258,2.19,0.88,0.88,0.435149396513128,0.598753377791917,1.84,1.00548496558439,0.868751894666026,1.04353439155895,0.19875,0.2335,0.88,POINT (-70.62542972732432 41.36987918510823)
453,4-0027571,12/20/18 14:30,CH,Alpha,Dw,41.3791170578132,-70.62192091997028,0.258,0.965692402942641,5.3,0.885,0.778681148751115,0.969842545093076,0.598972984791668,0.844997525357629,2.95,1.04353439155895,0.19875,0.2335,0.885,POINT (-70.62192091997028 41.3791170578132)
454,4-0027571,12/27/18 08:35,CR,Alpha,Dw,41.379546101896636,-70.60998464337302,0.258,0.114460610564196,0.875,0.875,0.0991523187423731,0.0855533459618085,0.0118968947100954,0.0125954136439752,0.390204548447319,0.0732741459615673,0.19875,0.2335,0.875,POINT (-70.60998464337302 41.37954610189664)
455,4-0027571,12/27/18 13:00,CQ,Alpha,Dw,41.3762411258178,-70.62144621793854,0.258,0.122369026702178,0.855,0.855,5.63,4.79,0.0084568219095051,0.0260160350836083,7.51,1.17034168531001,0.19875,0.2335,0.855,POINT (-70.62144621793854 41.3762411258178)
